datum,artikel,menge,grund,belegnummer
2024-10-19,100093,53,Reparatur,WA-21209
2024-10-19,100095,8,Produktion,WA-21210
2024-10-19,100007,41,Versand,WA-21211
2024-10-20,100063,62,Produktion,WA-21212
2024-10-20,100009,30,Retourenaufbereitung,WA-21213
2024-10-20,100037,56,Produktion,WA-21214
2024-10-20,100095,39,Versand,WA-21215
2024-10-20,100091,11,Versand,WA-21216
2024-10-20,100080,58,Produktion,WA-21217
2024-10-21,100094,61,Versand,WA-21218
2024-10-21,100007,4,Versand,WA-21219
2024-10-21,100024,63,Versand,WA-21220
2024-10-22,100072,60,Reparatur,WA-21221
2024-10-22,100065,62,Reparatur,WA-21222
2024-10-22,100078,42,Versand,WA-21223
2024-10-22,100049,38,Retourenaufbereitung,WA-21224
2024-10-22,100066,39,Versand,WA-21225
2024-10-22,100048,20,Produktion,WA-21226
2024-10-23,100035,65,Produktion,WA-21227
2024-10-24,100067,24,Reparatur,WA-21228
2024-10-25,100077,13,Retourenaufbereitung,WA-21229
2024-10-25,100040,60,Versand,WA-21230
2024-10-26,100088,59,Reparatur,WA-21231
2024-10-26,100061,6,Versand,WA-21232
2024-10-27,100009,9,Produktion,WA-21233
2024-10-27,100020,63,Produktion,WA-21234
2024-10-27,100035,56,Produktion,WA-21235
2024-10-27,100011,3,Versand,WA-21236
2024-10-28,100090,57,Reparatur,WA-21237
2024-10-28,100001,5,Versand,WA-21238
2024-10-28,100012,40,Versand,WA-21239
2024-10-28,100052,3,Produktion,WA-21240
2024-10-28,100031,40,Versand,WA-21241
2024-10-29,100094,31,Reparatur,WA-21242
2024-10-29,100015,7,Versand,WA-21243
2024-10-29,100031,23,Versand,WA-21244
2024-10-29,100031,69,Reparatur,WA-21245
2024-10-29,100097,49,Versand,WA-21246
2024-10-29,100010,37,Versand,WA-21247
2024-10-29,100009,3,Produktion,WA-21248
2024-10-29,100014,14,Versand,WA-21249
2024-10-30,100016,62,Produktion,WA-21250
2024-10-30,100039,29,Versand,WA-21251
2024-10-30,100017,58,Reparatur,WA-21252
2024-10-30,100054,25,Reparatur,WA-21253
2024-10-30,100072,27,Produktion,WA-21254
2024-10-31,100024,23,Versand,WA-21255
2024-10-31,100058,63,Reparatur,WA-21256
2024-10-31,100077,65,Produktion,WA-21257
2024-10-31,100088,54,Produktion,WA-21258
2024-10-31,100021,27,Versand,WA-21259
2024-11-01,100029,57,Reparatur,WA-21260
2024-11-01,100083,48,Produktion,WA-21261
2024-11-01,100084,34,Versand,WA-21262
2024-11-02,100043,57,Versand,WA-21263
2024-11-02,100031,7,Reparatur,WA-21264
2024-11-02,100050,38,Versand,WA-21265
2024-11-03,100045,51,Retourenaufbereitung,WA-21266
2024-11-03,100020,60,Produktion,WA-21267
2024-11-03,100098,41,Produktion,WA-21268
2024-11-04,100031,63,Versand,WA-21269
2024-11-04,100093,11,Versand,WA-21270
2024-11-04,100038,8,Retourenaufbereitung,WA-21271
2024-11-04,100011,37,Versand,WA-21272
2024-11-05,100046,41,Produktion,WA-21273
2024-11-05,100017,24,Versand,WA-21274
2024-11-05,100020,43,Versand,WA-21275
2024-11-05,100012,7,Versand,WA-21276
2024-11-06,100020,44,Versand,WA-21277
2024-11-06,100007,69,Retourenaufbereitung,WA-21278
2024-11-06,100045,32,Versand,WA-21279
2024-11-06,100006,59,Versand,WA-21280
2024-11-06,100022,31,Versand,WA-21281
2024-11-06,100095,39,Versand,WA-21282
2024-11-07,100074,15,Versand,WA-21283
2024-11-07,100085,34,Reparatur,WA-21284
2024-11-07,100021,48,Versand,WA-21285
2024-11-07,100088,25,Versand,WA-21286
2024-11-08,100021,47,Versand,WA-21287
2024-11-08,100091,19,Retourenaufbereitung,WA-21288
2024-11-08,100028,68,Versand,WA-21289
2024-11-08,100012,8,Versand,WA-21290
2024-11-08,100081,20,Produktion,WA-21291
2024-11-08,100001,24,Produktion,WA-21292
2024-11-09,100028,35,Versand,WA-21293
2024-11-09,100084,32,Versand,WA-21294
2024-11-09,100078,34,Produktion,WA-21295
2024-11-10,100051,44,Versand,WA-21296
2024-11-10,100026,12,Reparatur,WA-21297
2024-11-10,100049,38,Produktion,WA-21298
2024-11-10,100094,36,Versand,WA-21299
2024-11-11,100078,30,Versand,WA-21300
2024-11-11,100022,13,Versand,WA-21301
2024-11-11,100087,41,Produktion,WA-21302
2024-11-11,100043,49,Versand,WA-21303
2024-11-11,100076,21,Versand,WA-21304
2024-11-12,100021,17,Produktion,WA-21305
2024-11-12,100042,30,Retourenaufbereitung,WA-21306
2024-11-12,100036,26,Versand,WA-21307
2024-11-12,100060,11,Retourenaufbereitung,WA-21308
2024-11-13,100096,49,Versand,WA-21309
2024-11-13,100055,35,Versand,WA-21310
2024-11-13,100002,64,Versand,WA-21311
2024-11-13,100062,21,Versand,WA-21312
2024-11-13,100018,69,Versand,WA-21313
2024-11-13,100022,42,Versand,WA-21314
2024-11-13,100028,49,Retourenaufbereitung,WA-21315
2024-11-14,100029,67,Reparatur,WA-21316
2024-11-14,100038,31,Produktion,WA-21317
2024-11-14,100024,52,Versand,WA-21318
2024-11-14,100007,15,Versand,WA-21319
2024-11-14,100057,3,Versand,WA-21320
2024-11-15,100015,36,Produktion,WA-21321
2024-11-15,100071,50,Retourenaufbereitung,WA-21322
2024-11-15,100000,50,Versand,WA-21323
2024-11-15,100004,51,Versand,WA-21324
2024-11-15,100002,66,Versand,WA-21325
2024-11-16,100064,63,Versand,WA-21326
2024-11-16,100003,31,Versand,WA-21327
2024-11-16,100098,41,Produktion,WA-21328
2024-11-16,100095,28,Produktion,WA-21329
2024-11-17,100063,19,Versand,WA-21330
2024-11-17,100097,15,Versand,WA-21331
2024-11-17,100088,28,Retourenaufbereitung,WA-21332
2024-11-18,100009,51,Versand,WA-21333
2024-11-18,100020,69,Versand,WA-21334
2024-11-18,100045,9,Versand,WA-21335
2024-11-18,100090,60,Versand,WA-21336
2024-11-19,100026,51,Versand,WA-21337
2024-11-19,100065,55,Reparatur,WA-21338
2024-11-19,100040,67,Versand,WA-21339
2024-11-19,100012,64,Versand,WA-21340
2024-11-20,100008,19,Produktion,WA-21341
2024-11-20,100035,45,Versand,WA-21342
2024-11-20,100085,27,Reparatur,WA-21343
2024-11-21,100089,5,Reparatur,WA-21344
2024-11-21,100057,31,Versand,WA-21345
2024-11-21,100053,34,Produktion,WA-21346
2024-11-21,100011,28,Versand,WA-21347
2024-11-21,100080,18,Retourenaufbereitung,WA-21348
2024-11-22,100077,27,Versand,WA-21349
2024-11-22,100013,56,Retourenaufbereitung,WA-21350
2024-11-22,100033,30,Produktion,WA-21351
2024-11-22,100052,58,Versand,WA-21352
2024-11-23,100019,67,Versand,WA-21353
2024-11-23,100074,43,Retourenaufbereitung,WA-21354
2024-11-23,100015,53,Reparatur,WA-21355
2024-11-23,100094,31,Versand,WA-21356
2024-11-23,100069,21,Produktion,WA-21357
2024-11-23,100055,68,Versand,WA-21358
2024-11-24,100082,43,Versand,WA-21359
2024-11-24,100057,47,Versand,WA-21360
2024-11-25,100003,17,Versand,WA-21361
2024-11-25,100003,5,Reparatur,WA-21362
2024-11-25,100019,13,Versand,WA-21363
2024-11-25,100009,55,Reparatur,WA-21364
2024-11-25,100023,48,Versand,WA-21365
2024-11-25,100098,32,Versand,WA-21366
2024-11-25,100025,59,Versand,WA-21367
2024-11-26,100036,20,Versand,WA-21368
2024-11-26,100084,53,Versand,WA-21369
2024-11-26,100053,50,Versand,WA-21370
2024-11-26,100020,68,Produktion,WA-21371
2024-11-27,100073,10,Versand,WA-21372
2024-11-28,100037,24,Versand,WA-21373
2024-11-29,100045,8,Versand,WA-21374
2024-11-30,100003,59,Reparatur,WA-21375
2024-11-30,100059,38,Retourenaufbereitung,WA-21376
2024-11-30,100056,59,Versand,WA-21377
2024-11-30,100044,51,Versand,WA-21378
2024-11-30,100019,47,Versand,WA-21379
2024-12-01,100016,68,Retourenaufbereitung,WA-21380
2024-12-01,100070,47,Versand,WA-21381
2024-12-02,100003,22,Versand,WA-21382
2024-12-02,100092,66,Versand,WA-21383
2024-12-02,100013,69,Versand,WA-21384
2024-12-02,100002,5,Versand,WA-21385
2024-12-03,100087,56,Produktion,WA-21386
2024-12-03,100079,66,Versand,WA-21387
2024-12-03,100057,42,Produktion,WA-21388
2024-12-03,100054,61,Versand,WA-21389
2024-12-04,100003,57,Versand,WA-21390
2024-12-04,100023,64,Retourenaufbereitung,WA-21391
2024-12-04,100033,6,Versand,WA-21392
2024-12-04,100029,62,Reparatur,WA-21393
2024-12-05,100081,32,Versand,WA-21394
2024-12-05,100018,4,Versand,WA-21395
2024-12-05,100030,64,Retourenaufbereitung,WA-21396
2024-12-05,100059,51,Versand,WA-21397
2024-12-05,100059,11,Reparatur,WA-21398
2024-12-06,100018,33,Versand,WA-21399
2024-12-06,100048,63,Reparatur,WA-21400
2024-12-06,100062,50,Versand,WA-21401
2024-12-06,100082,27,Versand,WA-21402
2024-12-07,100021,38,Produktion,WA-21403
2024-12-07,100023,10,Retourenaufbereitung,WA-21404
2024-12-07,100075,60,Retourenaufbereitung,WA-21405
2024-12-07,100029,47,Reparatur,WA-21406
2024-12-07,100057,64,Reparatur,WA-21407
2024-12-07,100030,41,Versand,WA-21408
2024-12-07,100099,60,Versand,WA-21409
2024-12-07,100063,66,Versand,WA-21410
2024-12-07,100018,46,Versand,WA-21411
2024-12-08,100047,31,Versand,WA-21412
2024-12-09,100044,61,Versand,WA-21413
2024-12-09,100099,11,Versand,WA-21414
2024-12-09,100093,8,Produktion,WA-21415
2024-12-10,100054,31,Versand,WA-21416
2024-12-10,100054,60,Versand,WA-21417
2024-12-11,100096,19,Versand,WA-21418
2024-12-11,100017,18,Produktion,WA-21419
2024-12-11,100062,5,Produktion,WA-21420
2024-12-11,100091,23,Produktion,WA-21421
2024-12-11,100046,66,Versand,WA-21422
2024-12-11,100074,38,Versand,WA-21423
2024-12-11,100056,64,Versand,WA-21424
2024-12-11,100044,44,Versand,WA-21425
2024-12-11,100032,44,Versand,WA-21426
2024-12-12,100016,63,Versand,WA-21427
2024-12-12,100069,15,Versand,WA-21428
2024-12-13,100003,13,Retourenaufbereitung,WA-21429
2024-12-13,100019,56,Retourenaufbereitung,WA-21430
2024-12-13,100046,18,Versand,WA-21431
2024-12-13,100090,10,Versand,WA-21432
2024-12-14,100014,61,Versand,WA-21433
2024-12-14,100069,59,Versand,WA-21434
2024-12-14,100046,42,Retourenaufbereitung,WA-21435
2024-12-14,100077,61,Versand,WA-21436
2024-12-14,100074,4,Produktion,WA-21437
2024-12-14,100008,12,Versand,WA-21438
2024-12-14,100089,46,Retourenaufbereitung,WA-21439
2024-12-14,100015,13,Versand,WA-21440
2024-12-15,100068,4,Produktion,WA-21441
2024-12-15,100060,52,Versand,WA-21442
2024-12-15,100009,14,Produktion,WA-21443
2024-12-15,100049,25,Versand,WA-21444
2024-12-16,100002,20,Versand,WA-21445
2024-12-16,100076,64,Retourenaufbereitung,WA-21446
2024-12-17,100093,64,Retourenaufbereitung,WA-21447
2024-12-17,100069,40,Reparatur,WA-21448
2024-12-17,100080,69,Produktion,WA-21449
2024-12-18,100050,40,Reparatur,WA-21450
2024-12-18,100018,69,Versand,WA-21451
2024-12-19,100041,63,Versand,WA-21452
2024-12-19,100034,3,Versand,WA-21453
2024-12-20,100045,47,Produktion,WA-21454
2024-12-20,100025,30,Versand,WA-21455
2024-12-20,100068,23,Versand,WA-21456
2024-12-20,100092,15,Produktion,WA-21457
2024-12-20,100063,29,Reparatur,WA-21458
2024-12-21,100036,9,Versand,WA-21459
2024-12-21,100083,24,Versand,WA-21460
2024-12-21,100048,55,Versand,WA-21461
2024-12-22,100020,6,Versand,WA-21462
2024-12-22,100073,25,Versand,WA-21463
2024-12-22,100063,35,Produktion,WA-21464
2024-12-23,100004,30,Produktion,WA-21465
2024-12-23,100099,10,Produktion,WA-21466
2024-12-24,100069,3,Versand,WA-21467
2024-12-24,100089,39,Reparatur,WA-21468
2024-12-24,100003,65,Versand,WA-21469
2024-12-24,100038,24,Versand,WA-21470
2024-12-25,100034,23,Reparatur,WA-21471
2024-12-25,100000,37,Versand,WA-21472
2024-12-25,100023,7,Versand,WA-21473
2024-12-25,100056,62,Reparatur,WA-21474
2024-12-25,100099,48,Versand,WA-21475
2024-12-25,100069,52,Produktion,WA-21476
2024-12-25,100040,50,Versand,WA-21477
2024-12-25,100053,8,Produktion,WA-21478
2024-12-26,100045,58,Versand,WA-21479
2024-12-26,100059,61,Versand,WA-21480
2024-12-26,100059,31,Produktion,WA-21481
2024-12-26,100056,20,Versand,WA-21482
2024-12-27,100030,4,Versand,WA-21483
2024-12-28,100083,10,Versand,WA-21484
2024-12-28,100023,56,Versand,WA-21485
2024-12-28,100088,40,Versand,WA-21486
2024-12-29,100035,50,Versand,WA-21487
2024-12-29,100084,29,Retourenaufbereitung,WA-21488
2024-12-29,100029,22,Versand,WA-21489
2024-12-29,100023,14,Versand,WA-21490
2024-12-29,100029,45,Versand,WA-21491
2024-12-30,100085,63,Versand,WA-21492
2024-12-30,100091,33,Retourenaufbereitung,WA-21493
2024-12-30,100006,63,Versand,WA-21494
2024-12-30,100034,69,Retourenaufbereitung,WA-21495
2024-12-30,100054,37,Versand,WA-21496
2024-12-30,100091,17,Produktion,WA-21497
2024-12-30,100013,18,Versand,WA-21498
2024-12-30,100009,15,Reparatur,WA-21499
2024-12-30,100079,37,Produktion,WA-21500
